per_idx,cat_idx,dt_idx,geo_idx,is_adj,val,year
161,1,6,17,1,90,2017
162,1,6,17,1,95,2017
163,1,6,17,1,87,2017
164,1,6,17,1,79,2017
165,1,6,17,1,102,2017
166,1,6,17,1,101,2017
167,1,6,17,1,80,2017
168,1,6,17,1,95,2017
169,1,6,17,1,94,2018
170,1,6,17,1,108,2018
171,1,6,17,1,98,2018
172,1,6,17,1,104,2018
173,1,6,17,1,96,2018
174,1,6,17,1,95,2018
175,1,6,17,1,97,2018
176,1,6,17,1,90,2018
177,1,6,17,1,101,2018
178,1,6,17,1,D,2018
179,1,6,17,1,93,2018
180,1,6,17,1,D,2018
181,1,6,17,1,84,2019
182,1,6,17,1,88,2019
183,1,6,17,1,85,2019
184,1,6,17,1,82,2019
185,1,6,17,1,90,2019
186,1,6,17,1,87,2019
187,1,6,17,1,97,2019
188,1,6,17,1,89,2019
189,1,6,17,1,77,2019
190,1,6,17,1,77,2019
191,1,6,17,1,89,2019
192,1,6,17,1,93,2019
193,1,6,17,1,86,2020
194,1,6,17,1,85,2020
195,1,6,17,1,64,2020
196,1,6,17,1,63,2020
197,1,6,17,1,62,2020
198,1,6,17,1,83,2020
199,1,6,17,1,90,2020
200,1,6,17,1,83,2020
201,1,6,17,1,90,2020
202,1,6,17,1,D,2020
203,1,6,17,1,D,2020
204,1,6,17,1,75,2020
13,1,6,18,1,333,2005
14,1,6,18,1,335,2005
15,1,6,18,1,330,2005
16,1,6,18,1,309,2005
17,1,6,18,1,331,2005
18,1,6,18,1,342,2005
19,1,6,18,1,333,2005
20,1,6,18,1,356,2005
21,1,6,18,1,263,2005
22,1,6,18,1,374,2005
23,1,6,18,1,391,2005
24,1,6,18,1,396,2005
25,1,6,18,1,364,2006
26,1,6,18,1,357,2006
27,1,6,18,1,364,2006
28,1,6,18,1,368,2006
29,1,6,18,1,348,2006
30,1,6,18,1,345,2006
31,1,6,18,1,330,2006
32,1,6,18,1,338,2006
33,1,6,18,1,308,2006
34,1,6,18,1,270,2006
35,1,6,18,1,248,2006
36,1,6,18,1,336,2006
37,1,6,18,1,277,2007
38,1,6,18,1,292,2007
39,1,6,18,1,274,2007
40,1,6,18,1,282,2007
41,1,6,18,1,286,2007
42,1,6,18,1,260,2007
43,1,6,18,1,287,2007
44,1,6,18,1,284,2007
45,1,6,18,1,223,2007
46,1,6,18,1,266,2007
47,1,6,18,1,264,2007
48,1,6,18,1,215,2007
49,1,6,18,1,203,2008
50,1,6,18,1,197,2008
51,1,6,18,1,228,2008
52,1,6,18,1,225,2008
53,1,6,18,1,207,2008
54,1,6,18,1,205,2008
55,1,6,18,1,194,2008
56,1,6,18,1,177,2008
57,1,6,18,1,183,2008
58,1,6,18,1,165,2008
59,1,6,18,1,159,2008
60,1,6,18,1,163,2008
61,1,6,18,1,180,2009
62,1,6,18,1,174,2009
63,1,6,18,1,156,2009
64,1,6,18,1,151,2009
65,1,6,18,1,155,2009
66,1,6,18,1,175,2009
67,1,6,18,1,151,2009
68,1,6,18,1,158,2009
69,1,6,18,1,156,2009
70,1,6,18,1,171,2009
71,1,6,18,1,160,2009
72,1,6,18,1,150,2009
73,1,6,18,1,150,2010
74,1,6,18,1,154,2010
75,1,6,18,1,151,2010
76,1,6,18,1,159,2010
77,1,6,18,1,162,2010
78,1,6,18,1,152,2010
79,1,6,18,1,174,2010
80,1,6,18,1,155,2010
81,1,6,18,1,169,2010
82,1,6,18,1,164,2010
83,1,6,18,1,167,2010
84,1,6,18,1,125,2010
85,1,6,18,1,167,2011
86,1,6,18,1,176,2011
87,1,6,18,1,154,2011
88,1,6,18,1,146,2011
89,1,6,18,1,154,2011
90,1,6,18,1,162,2011
91,1,6,18,1,160,2011
92,1,6,18,1,191,2011
93,1,6,18,1,171,2011
94,1,6,18,1,137,2011
95,1,6,18,1,166,2011
96,1,6,18,1,160,2011
97,1,6,18,1,145,2012
98,1,6,18,1,153,2012
99,1,6,18,1,147,2012
100,1,6,18,1,160,2012
101,1,6,18,1,158,2012
102,1,6,18,1,147,2012
103,1,6,18,1,159,2012
104,1,6,18,1,161,2012
105,1,6,18,1,152,2012
106,1,6,18,1,161,2012
107,1,6,18,1,145,2012
108,1,6,18,1,205,2012
109,1,6,18,1,178,2013
110,1,6,18,1,165,2013
111,1,6,18,1,175,2013
112,1,6,18,1,168,2013
113,1,6,18,1,166,2013
114,1,6,18,1,186,2013
115,1,6,18,1,166,2013
116,1,6,18,1,181,2013
117,1,6,18,1,169,2013
118,1,6,18,1,180,2013
119,1,6,18,1,167,2013
120,1,6,18,1,173,2013
121,1,6,18,1,171,2014
122,1,6,18,1,173,2014
123,1,6,18,1,187,2014
124,1,6,18,1,181,2014
125,1,6,18,1,179,2014
126,1,6,18,1,188,2014
127,1,6,18,1,166,2014
128,1,6,18,1,165,2014
129,1,6,18,1,173,2014
130,1,6,18,1,156,2014
131,1,6,18,1,194,2014
132,1,6,18,1,196,2014
133,1,6,18,1,209,2015
134,1,6,18,1,188,2015
135,1,6,18,1,203,2015
136,1,6,18,1,195,2015
137,1,6,18,1,195,2015
138,1,6,18,1,183,2015
139,1,6,18,1,205,2015
140,1,6,18,1,193,2015
141,1,6,18,1,199,2015
142,1,6,18,1,198,2015
143,1,6,18,1,182,2015
144,1,6,18,1,192,2015
145,1,6,18,1,234,2016
146,1,6,18,1,213,2016
147,1,6,18,1,196,2016
148,1,6,18,1,207,2016
149,1,6,18,1,204,2016
150,1,6,18,1,184,2016
151,1,6,18,1,230,2016
152,1,6,18,1,208,2016
153,1,6,18,1,224,2016
154,1,6,18,1,198,2016
155,1,6,18,1,221,2016
156,1,6,18,1,265,2016
157,1,6,18,1,207,2017
158,1,6,18,1,208,2017
159,1,6,18,1,220,2017
160,1,6,18,1,225,2017
161,1,6,18,1,221,2017
162,1,6,18,1,220,2017
163,1,6,18,1,231,2017
164,1,6,18,1,249,2017
165,1,6,18,1,241,2017
166,1,6,18,1,269,2017
167,1,6,18,1,233,2017
168,1,6,18,1,243,2017
169,1,6,18,1,247,2018
170,1,6,18,1,262,2018
171,1,6,18,1,252,2018
172,1,6,18,1,258,2018
173,1,6,18,1,273,2018
174,1,6,18,1,259,2018
175,1,6,18,1,254,2018
176,1,6,18,1,255,2018
177,1,6,18,1,265,2018
178,1,6,18,1,260,2018
179,1,6,18,1,280,2018
180,1,6,18,1,259,2018
181,1,6,18,1,266,2019
182,1,6,18,1,226,2019
183,1,6,18,1,257,2019
184,1,6,18,1,258,2019
185,1,6,18,1,256,2019
186,1,6,18,1,245,2019
187,1,6,18,1,211,2019
188,1,6,18,1,281,2019
189,1,6,18,1,234,2019
190,1,6,18,1,243,2019
191,1,6,18,1,237,2019
192,1,6,18,1,307,2019
193,1,6,18,1,257,2020
194,1,6,18,1,269,2020
195,1,6,18,1,226,2020
196,1,6,18,1,151,2020
197,1,6,18,1,190,2020
198,1,6,18,1,245,2020
199,1,6,18,1,285,2020
200,1,6,18,1,287,2020
201,1,6,18,1,278,2020
202,1,6,18,1,290,2020
203,1,6,18,1,321,2020
204,1,6,18,1,262,2020
13,1,6,19,1,1545,2005
14,1,6,19,1,1679,2005
15,1,6,19,1,1406,2005
16,1,6,19,1,1571,2005
17,1,6,19,1,1507,2005
18,1,6,19,1,1689,2005
19,1,6,19,1,1508,2005
20,1,6,19,1,1333,2005
21,1,6,19,1,1469,2005
22,1,6,19,1,1752,2005
23,1,6,19,1,1501,2005
24,1,6,19,1,1530,2005
25,1,6,19,1,1493,2006
26,1,6,19,1,1555,2006
27,1,6,19,1,1494,2006
28,1,6,19,1,1429,2006
29,1,6,19,1,1448,2006
30,1,6,19,1,1383,2006
31,1,6,19,1,1412,2006
32,1,6,19,1,1431,2006
33,1,6,19,1,1403,2006
34,1,6,19,1,1360,2006
35,1,6,19,1,1358,2006
36,1,6,19,1,1547,2006
37,1,6,19,1,1312,2007
38,1,6,19,1,1379,2007
39,1,6,19,1,1337,2007
40,1,6,19,1,1357,2007
41,1,6,19,1,1435,2007
42,1,6,19,1,1369,2007
43,1,6,19,1,1359,2007
44,1,6,19,1,1334,2007
45,1,6,19,1,1334,2007
46,1,6,19,1,1408,2007
47,1,6,19,1,1212,2007
48,1,6,19,1,1367,2007
49,1,6,19,1,1334,2008
50,1,6,19,1,1272,2008
51,1,6,19,1,1328,2008
52,1,6,19,1,1315,2008
53,1,6,19,1,1244,2008
54,1,6,19,1,1206,2008
55,1,6,19,1,1171,2008
56,1,6,19,1,1152,2008
57,1,6,19,1,1137,2008
58,1,6,19,1,1088,2008
59,1,6,19,1,1096,2008
60,1,6,19,1,899,2008
61,1,6,19,1,1151,2009
62,1,6,19,1,1077,2009
63,1,6,19,1,1087,2009
64,1,6,19,1,1126,2009
65,1,6,19,1,1120,2009
66,1,6,19,1,1100,2009
67,1,6,19,1,1114,2009
68,1,6,19,1,1118,2009
69,1,6,19,1,1143,2009
70,1,6,19,1,1156,2009
71,1,6,19,1,1162,2009
72,1,6,19,1,1106,2009
73,1,6,19,1,1070,2010
74,1,6,19,1,1216,2010
75,1,6,19,1,1184,2010
76,1,6,19,1,1163,2010
77,1,6,19,1,1163,2010
78,1,6,19,1,1103,2010
79,1,6,19,1,1114,2010
80,1,6,19,1,1154,2010
81,1,6,19,1,1120,2010
82,1,6,19,1,1107,2010
83,1,6,19,1,1231,2010
84,1,6,19,1,1090,2010
85,1,6,19,1,1158,2011
86,1,6,19,1,1045,2011
87,1,6,19,1,1076,2011
88,1,6,19,1,1110,2011
89,1,6,19,1,1096,2011
90,1,6,19,1,1209,2011
91,1,6,19,1,1157,2011
92,1,6,19,1,1141,2011
93,1,6,19,1,1190,2011
94,1,6,19,1,1106,2011
95,1,6,19,1,1153,2011
96,1,6,19,1,1167,2011
97,1,6,19,1,915,2012
98,1,6,19,1,1143,2012
99,1,6,19,1,1118,2012
100,1,6,19,1,1097,2012
101,1,6,19,1,1203,2012
102,1,6,19,1,1058,2012
103,1,6,19,1,1136,2012
104,1,6,19,1,1067,2012
105,1,6,19,1,1059,2012
106,1,6,19,1,1129,2012
107,1,6,19,1,1086,2012
108,1,6,19,1,1531,2012
109,1,6,19,1,1099,2013
110,1,6,19,1,1089,2013
111,1,6,19,1,1158,2013
112,1,6,19,1,1059,2013
113,1,6,19,1,1086,2013
114,1,6,19,1,1110,2013
115,1,6,19,1,1112,2013
116,1,6,19,1,1112,2013
117,1,6,19,1,1109,2013
118,1,6,19,1,1166,2013
119,1,6,19,1,1160,2013
120,1,6,19,1,1145,2013
121,1,6,19,1,957,2014
122,1,6,19,1,1126,2014
123,1,6,19,1,1109,2014
124,1,6,19,1,1194,2014
125,1,6,19,1,1110,2014
126,1,6,19,1,1199,2014
127,1,6,19,1,1091,2014
128,1,6,19,1,1177,2014
129,1,6,19,1,1189,2014
130,1,6,19,1,1121,2014
131,1,6,19,1,1109,2014
132,1,6,19,1,1063,2014
133,1,6,19,1,1299,2015
134,1,6,19,1,1198,2015
135,1,6,19,1,1171,2015
136,1,6,19,1,1261,2015
137,1,6,19,1,1028,2015
138,1,6,19,1,1137,2015
139,1,6,19,1,1119,2015
140,1,6,19,1,1063,2015
141,1,6,19,1,1083,2015
142,1,6,19,1,1154,2015
143,1,6,19,1,1109,2015
144,1,6,19,1,945,2015
145,1,6,19,1,1183,2016
146,1,6,19,1,1113,2016
147,1,6,19,1,1107,2016
148,1,6,19,1,1114,2016
149,1,6,19,1,1123,2016
150,1,6,19,1,1031,2016
151,1,6,19,1,1113,2016
152,1,6,19,1,1087,2016
153,1,6,19,1,1060,2016
154,1,6,19,1,1016,2016
155,1,6,19,1,1052,2016
156,1,6,19,1,1082,2016
157,1,6,19,1,1097,2017
158,1,6,19,1,1107,2017
159,1,6,19,1,1056,2017
160,1,6,19,1,1065,2017
161,1,6,19,1,1095,2017
162,1,6,19,1,1043,2017
163,1,6,19,1,1086,2017
164,1,6,19,1,1046,2017
165,1,6,19,1,1044,2017
166,1,6,19,1,1042,2017
167,1,6,19,1,1082,2017
168,1,6,19,1,1083,2017
169,1,6,19,1,1209,2018
170,1,6,19,1,1107,2018
171,1,6,19,1,1059,2018
172,1,6,19,1,1070,2018
173,1,6,19,1,1080,2018
174,1,6,19,1,1117,2018
175,1,6,19,1,1030,2018
176,1,6,19,1,1101,2018
177,1,6,19,1,1087,2018
178,1,6,19,1,1056,2018
179,1,6,19,1,1018,2018
180,1,6,19,1,1070,2018
181,1,6,19,1,934,2019
182,1,6,19,1,998,2019
183,1,6,19,1,1037,2019
184,1,6,19,1,1107,2019
185,1,6,19,1,999,2019
186,1,6,19,1,961,2019
187,1,6,19,1,1017,2019
188,1,6,19,1,980,2019
189,1,6,19,1,970,2019
190,1,6,19,1,1005,2019
191,1,6,19,1,998,2019
192,1,6,19,1,984,2019
193,1,6,19,1,909,2020
194,1,6,19,1,953,2020
195,1,6,19,1,692,2020
196,1,6,19,1,602,2020
197,1,6,19,1,694,2020
198,1,6,19,1,946,2020
199,1,6,19,1,1264,2020
200,1,6,19,1,1219,2020
201,1,6,19,1,1145,2020
202,1,6,19,1,1069,2020
203,1,6,19,1,1022,2020
204,1,6,19,1,929,2020
13,1,6,20,1,661,2005
14,1,6,20,1,649,2005
15,1,6,20,1,643,2005
16,1,6,20,1,684,2005
17,1,6,20,1,636,2005
18,1,6,20,1,755,2005
19,1,6,20,1,634,2005
20,1,6,20,1,570,2005
21,1,6,20,1,630,2005
22,1,6,20,1,674,2005
23,1,6,20,1,693,2005
24,1,6,20,1,635,2005
25,1,6,20,1,675,2006
26,1,6,20,1,623,2006
27,1,6,20,1,635,2006
28,1,6,20,1,634,2006
29,1,6,20,1,630,2006
30,1,6,20,1,632,2006
31,1,6,20,1,661,2006
32,1,6,20,1,582,2006
33,1,6,20,1,608,2006
34,1,6,20,1,557,2006
35,1,6,20,1,562,2006
36,1,6,20,1,649,2006
37,1,6,20,1,544,2007
38,1,6,20,1,596,2007
39,1,6,20,1,592,2007
40,1,6,20,1,513,2007
41,1,6,20,1,561,2007
42,1,6,20,1,605,2007
43,1,6,20,1,567,2007
44,1,6,20,1,577,2007
45,1,6,20,1,564,2007
46,1,6,20,1,575,2007
47,1,6,20,1,481,2007
48,1,6,20,1,637,2007
49,1,6,20,1,512,2008
50,1,6,20,1,533,2008
51,1,6,20,1,484,2008
52,1,6,20,1,464,2008
53,1,6,20,1,463,2008
54,1,6,20,1,397,2008
55,1,6,20,1,443,2008
56,1,6,20,1,455,2008
57,1,6,20,1,426,2008
58,1,6,20,1,374,2008
59,1,6,20,1,416,2008
60,1,6,20,1,423,2008
61,1,6,20,1,427,2009
62,1,6,20,1,383,2009
63,1,6,20,1,424,2009
64,1,6,20,1,433,2009
65,1,6,20,1,442,2009
66,1,6,20,1,401,2009
67,1,6,20,1,397,2009
68,1,6,20,1,416,2009
69,1,6,20,1,423,2009
70,1,6,20,1,413,2009
71,1,6,20,1,417,2009
72,1,6,20,1,394,2009
73,1,6,20,1,401,2010
74,1,6,20,1,437,2010
75,1,6,20,1,416,2010
76,1,6,20,1,437,2010
77,1,6,20,1,427,2010
78,1,6,20,1,418,2010
79,1,6,20,1,415,2010
80,1,6,20,1,420,2010
81,1,6,20,1,418,2010
82,1,6,20,1,448,2010
83,1,6,20,1,381,2010
84,1,6,20,1,387,2010
85,1,6,20,1,492,2011
86,1,6,20,1,400,2011
87,1,6,20,1,410,2011
88,1,6,20,1,401,2011
89,1,6,20,1,364,2011
90,1,6,20,1,459,2011
91,1,6,20,1,443,2011
92,1,6,20,1,394,2011
93,1,6,20,1,408,2011
94,1,6,20,1,421,2011
95,1,6,20,1,455,2011
96,1,6,20,1,446,2011
97,1,6,20,1,413,2012
98,1,6,20,1,410,2012
99,1,6,20,1,416,2012
100,1,6,20,1,423,2012
101,1,6,20,1,415,2012
102,1,6,20,1,396,2012
103,1,6,20,1,415,2012
104,1,6,20,1,387,2012
105,1,6,20,1,423,2012
106,1,6,20,1,412,2012
107,1,6,20,1,399,2012
108,1,6,20,1,598,2012
109,1,6,20,1,405,2013
110,1,6,20,1,404,2013
111,1,6,20,1,410,2013
112,1,6,20,1,378,2013
113,1,6,20,1,420,2013
114,1,6,20,1,440,2013
115,1,6,20,1,385,2013
116,1,6,20,1,456,2013
117,1,6,20,1,420,2013
118,1,6,20,1,427,2013
119,1,6,20,1,432,2013
120,1,6,20,1,407,2013
121,1,6,20,1,336,2014
122,1,6,20,1,412,2014
123,1,6,20,1,406,2014
124,1,6,20,1,444,2014
125,1,6,20,1,390,2014
126,1,6,20,1,419,2014
127,1,6,20,1,439,2014
128,1,6,20,1,463,2014
129,1,6,20,1,385,2014
130,1,6,20,1,383,2014
131,1,6,20,1,390,2014
132,1,6,20,1,397,2014
133,1,6,20,1,451,2015
134,1,6,20,1,431,2015
135,1,6,20,1,432,2015
136,1,6,20,1,431,2015
137,1,6,20,1,407,2015
138,1,6,20,1,434,2015
139,1,6,20,1,383,2015
140,1,6,20,1,452,2015
141,1,6,20,1,438,2015
142,1,6,20,1,429,2015
143,1,6,20,1,456,2015
144,1,6,20,1,403,2015
145,1,6,20,1,441,2016
146,1,6,20,1,425,2016
147,1,6,20,1,430,2016
148,1,6,20,1,397,2016
149,1,6,20,1,459,2016
150,1,6,20,1,362,2016
151,1,6,20,1,434,2016
152,1,6,20,1,403,2016
153,1,6,20,1,432,2016
154,1,6,20,1,443,2016
155,1,6,20,1,418,2016
156,1,6,20,1,456,2016
157,1,6,20,1,441,2017
158,1,6,20,1,420,2017
159,1,6,20,1,419,2017
160,1,6,20,1,446,2017
161,1,6,20,1,457,2017
162,1,6,20,1,430,2017
163,1,6,20,1,414,2017
164,1,6,20,1,430,2017
165,1,6,20,1,372,2017
166,1,6,20,1,457,2017
167,1,6,20,1,440,2017
168,1,6,20,1,452,2017
169,1,6,20,1,450,2018
170,1,6,20,1,488,2018
171,1,6,20,1,446,2018
172,1,6,20,1,437,2018
173,1,6,20,1,408,2018
174,1,6,20,1,428,2018
175,1,6,20,1,443,2018
176,1,6,20,1,423,2018
177,1,6,20,1,438,2018
178,1,6,20,1,404,2018
179,1,6,20,1,410,2018
180,1,6,20,1,434,2018
181,1,6,20,1,401,2019
182,1,6,20,1,432,2019
183,1,6,20,1,457,2019
184,1,6,20,1,455,2019
185,1,6,20,1,460,2019
186,1,6,20,1,451,2019
187,1,6,20,1,418,2019
188,1,6,20,1,434,2019
189,1,6,20,1,431,2019
190,1,6,20,1,454,2019
191,1,6,20,1,444,2019
192,1,6,20,1,443,2019
193,1,6,20,1,487,2020
194,1,6,20,1,436,2020
195,1,6,20,1,364,2020
196,1,6,20,1,297,2020
197,1,6,20,1,425,2020
198,1,6,20,1,461,2020
199,1,6,20,1,511,2020
200,1,6,20,1,534,2020
201,1,6,20,1,507,2020
202,1,6,20,1,478,2020
203,1,6,20,1,511,2020
204,1,6,20,1,421,2020
13,1,6,21,1,337,2005
14,1,6,21,1,344,2005
15,1,6,21,1,352,2005
16,1,6,21,1,328,2005
17,1,6,21,1,332,2005
18,1,6,21,1,407,2005
19,1,6,21,1,315,2005
20,1,6,21,1,338,2005
21,1,6,21,1,295,2005
22,1,6,21,1,360,2005
23,1,6,21,1,354,2005
24,1,6,21,1,348,2005
25,1,6,21,1,314,2006
26,1,6,21,1,304,2006
27,1,6,21,1,332,2006
28,1,6,21,1,314,2006
29,1,6,21,1,296,2006
30,1,6,21,1,285,2006
31,1,6,21,1,311,2006
32,1,6,21,1,290,2006
33,1,6,21,1,294,2006
34,1,6,21,1,304,2006
35,1,6,21,1,252,2006
36,1,6,21,1,318,2006
37,1,6,21,1,313,2007
38,1,6,21,1,287,2007
39,1,6,21,1,269,2007
40,1,6,21,1,300,2007
41,1,6,21,1,285,2007
42,1,6,21,1,287,2007
43,1,6,21,1,D,2007
44,1,6,21,1,269,2007
45,1,6,21,1,D,2007
46,1,6,21,1,250,2007
47,1,6,21,1,260,2007
48,1,6,21,1,255,2007
49,1,6,21,1,254,2008
50,1,6,21,1,277,2008
51,1,6,21,1,251,2008
52,1,6,21,1,252,2008
53,1,6,21,1,254,2008
54,1,6,21,1,253,2008
55,1,6,21,1,233,2008
56,1,6,21,1,269,2008
57,1,6,21,1,216,2008
58,1,6,21,1,229,2008
59,1,6,21,1,214,2008
60,1,6,21,1,206,2008
61,1,6,21,1,214,2009
62,1,6,21,1,213,2009
63,1,6,21,1,207,2009
64,1,6,21,1,180,2009
65,1,6,21,1,220,2009
66,1,6,21,1,218,2009
67,1,6,21,1,220,2009
68,1,6,21,1,255,2009
69,1,6,21,1,258,2009
70,1,6,21,1,219,2009
71,1,6,21,1,219,2009
72,1,6,21,1,221,2009
73,1,6,21,1,225,2010
74,1,6,21,1,225,2010
75,1,6,21,1,255,2010
76,1,6,21,1,230,2010
77,1,6,21,1,237,2010
78,1,6,21,1,227,2010
79,1,6,21,1,233,2010
80,1,6,21,1,215,2010
81,1,6,21,1,231,2010
82,1,6,21,1,226,2010
83,1,6,21,1,212,2010
84,1,6,21,1,205,2010
85,1,6,21,1,221,2011
86,1,6,21,1,232,2011
87,1,6,21,1,197,2011
88,1,6,21,1,216,2011
89,1,6,21,1,171,2011
90,1,6,21,1,235,2011
91,1,6,21,1,228,2011
92,1,6,21,1,212,2011
93,1,6,21,1,211,2011
94,1,6,21,1,223,2011
95,1,6,21,1,244,2011
96,1,6,21,1,228,2011
97,1,6,21,1,216,2012
98,1,6,21,1,207,2012
99,1,6,21,1,237,2012
100,1,6,21,1,213,2012
101,1,6,21,1,250,2012
102,1,6,21,1,193,2012
103,1,6,21,1,201,2012
104,1,6,21,1,211,2012
105,1,6,21,1,242,2012
106,1,6,21,1,185,2012
107,1,6,21,1,227,2012
108,1,6,21,1,218,2012
109,1,6,21,1,211,2013
110,1,6,21,1,189,2013
111,1,6,21,1,192,2013
112,1,6,21,1,207,2013
113,1,6,21,1,201,2013
114,1,6,21,1,216,2013
115,1,6,21,1,238,2013
116,1,6,21,1,214,2013
117,1,6,21,1,202,2013
118,1,6,21,1,210,2013
119,1,6,21,1,201,2013
120,1,6,21,1,243,2013
121,1,6,21,1,220,2014
122,1,6,21,1,238,2014
123,1,6,21,1,213,2014
124,1,6,21,1,220,2014
125,1,6,21,1,210,2014
126,1,6,21,1,202,2014
127,1,6,21,1,197,2014
128,1,6,21,1,218,2014
129,1,6,21,1,198,2014
130,1,6,21,1,218,2014
131,1,6,21,1,196,2014
132,1,6,21,1,153,2014
133,1,6,21,1,257,2015
134,1,6,21,1,216,2015
135,1,6,21,1,215,2015
136,1,6,21,1,227,2015
137,1,6,21,1,224,2015
138,1,6,21,1,231,2015
139,1,6,21,1,217,2015
140,1,6,21,1,221,2015
141,1,6,21,1,238,2015
142,1,6,21,1,238,2015
143,1,6,21,1,218,2015
144,1,6,21,1,199,2015
145,1,6,21,1,251,2016
146,1,6,21,1,194,2016
147,1,6,21,1,249,2016
148,1,6,21,1,220,2016
149,1,6,21,1,234,2016
150,1,6,21,1,210,2016
151,1,6,21,1,223,2016
152,1,6,21,1,219,2016
153,1,6,21,1,242,2016
154,1,6,21,1,212,2016
155,1,6,21,1,221,2016
156,1,6,21,1,240,2016
157,1,6,21,1,202,2017
158,1,6,21,1,221,2017
159,1,6,21,1,228,2017
160,1,6,21,1,235,2017
161,1,6,21,1,235,2017
162,1,6,21,1,262,2017
163,1,6,21,1,205,2017
164,1,6,21,1,228,2017
165,1,6,21,1,227,2017
166,1,6,21,1,256,2017
167,1,6,21,1,335,2017
168,1,6,21,1,268,2017
169,1,6,21,1,266,2018
170,1,6,21,1,274,2018
171,1,6,21,1,252,2018
172,1,6,21,1,220,2018
173,1,6,21,1,253,2018
174,1,6,21,1,253,2018
175,1,6,21,1,254,2018
176,1,6,21,1,250,2018
177,1,6,21,1,225,2018
178,1,6,21,1,220,2018
179,1,6,21,1,231,2018
180,1,6,21,1,217,2018
181,1,6,21,1,207,2019
182,1,6,21,1,220,2019
183,1,6,21,1,237,2019
184,1,6,21,1,234,2019
185,1,6,21,1,224,2019
186,1,6,21,1,223,2019
187,1,6,21,1,229,2019
188,1,6,21,1,208,2019
189,1,6,21,1,213,2019
190,1,6,21,1,209,2019
191,1,6,21,1,206,2019
192,1,6,21,1,216,2019
193,1,6,21,1,217,2020
194,1,6,21,1,201,2020
195,1,6,21,1,189,2020
196,1,6,21,1,156,2020
197,1,6,21,1,183,2020
198,1,6,21,1,222,2020
199,1,6,21,1,219,2020
200,1,6,21,1,248,2020
201,1,6,21,1,246,2020
202,1,6,21,1,266,2020
203,1,6,21,1,228,2020
204,1,6,21,1,164,2020
13,1,6,22,1,341,2005
14,1,6,22,1,381,2005
15,1,6,22,1,373,2005
16,1,6,22,1,374,2005
17,1,6,22,1,366,2005
18,1,6,22,1,381,2005
19,1,6,22,1,350,2005
20,1,6,22,1,377,2005
21,1,6,22,1,285,2005
22,1,6,22,1,367,2005
23,1,6,22,1,345,2005
24,1,6,22,1,350,2005
25,1,6,22,1,328,2006
26,1,6,22,1,349,2006
27,1,6,22,1,340,2006
28,1,6,22,1,331,2006
29,1,6,22,1,319,2006
30,1,6,22,1,310,2006
31,1,6,22,1,332,2006
32,1,6,22,1,323,2006
33,1,6,22,1,313,2006
34,1,6,22,1,293,2006
35,1,6,22,1,258,2006
36,1,6,22,1,316,2006
37,1,6,22,1,302,2007
38,1,6,22,1,297,2007
39,1,6,22,1,284,2007
40,1,6,22,1,295,2007
41,1,6,22,1,290,2007
42,1,6,22,1,328,2007
43,1,6,22,1,295,2007
44,1,6,22,1,300,2007
45,1,6,22,1,306,2007
46,1,6,22,1,297,2007
47,1,6,22,1,244,2007
48,1,6,22,1,284,2007
49,1,6,22,1,293,2008
50,1,6,22,1,255,2008
51,1,6,22,1,267,2008
52,1,6,22,1,259,2008
53,1,6,22,1,256,2008
54,1,6,22,1,263,2008
55,1,6,22,1,256,2008
56,1,6,22,1,246,2008
57,1,6,22,1,243,2008
58,1,6,22,1,231,2008
59,1,6,22,1,241,2008
60,1,6,22,1,203,2008
61,1,6,22,1,275,2009
62,1,6,22,1,232,2009
63,1,6,22,1,233,2009
64,1,6,22,1,240,2009
65,1,6,22,1,241,2009
66,1,6,22,1,210,2009
67,1,6,22,1,239,2009
68,1,6,22,1,D,2009
69,1,6,22,1,D,2009
70,1,6,22,1,224,2009
71,1,6,22,1,225,2009
72,1,6,22,1,233,2009
73,1,6,22,1,223,2010
74,1,6,22,1,231,2010
75,1,6,22,1,239,2010
76,1,6,22,1,244,2010
77,1,6,22,1,245,2010
78,1,6,22,1,218,2010
79,1,6,22,1,233,2010
80,1,6,22,1,231,2010
81,1,6,22,1,239,2010
82,1,6,22,1,233,2010
83,1,6,22,1,236,2010
84,1,6,22,1,219,2010
85,1,6,22,1,229,2011
86,1,6,22,1,244,2011
87,1,6,22,1,193,2011
88,1,6,22,1,221,2011
89,1,6,22,1,202,2011
90,1,6,22,1,248,2011
91,1,6,22,1,232,2011
92,1,6,22,1,256,2011
93,1,6,22,1,266,2011
94,1,6,22,1,244,2011
95,1,6,22,1,264,2011
96,1,6,22,1,241,2011
97,1,6,22,1,194,2012
98,1,6,22,1,245,2012
99,1,6,22,1,233,2012
100,1,6,22,1,221,2012
101,1,6,22,1,220,2012
102,1,6,22,1,204,2012
103,1,6,22,1,249,2012
104,1,6,22,1,198,2012
105,1,6,22,1,194,2012
106,1,6,22,1,230,2012
107,1,6,22,1,203,2012
108,1,6,22,1,298,2012
109,1,6,22,1,219,2013
110,1,6,22,1,212,2013
111,1,6,22,1,224,2013
112,1,6,22,1,232,2013
113,1,6,22,1,246,2013
114,1,6,22,1,236,2013
115,1,6,22,1,225,2013
116,1,6,22,1,264,2013
117,1,6,22,1,222,2013
118,1,6,22,1,235,2013
119,1,6,22,1,211,2013
